timestamp,value,temperature,demand_factor,operational_efficiency,energy_price,hour,day_of_week,month,is_weekend
2022-07-04 13:00:00,1500.94,16.44,0.8163,0.8389,72.97,13,0,7,0
2022-07-04 14:00:00,1510.66,11.9,0.8494,0.8371,71.12,14,0,7,0
2022-07-04 15:00:00,1544.97,9.33,0.9063,0.8657,74.94,15,0,7,0
2022-07-04 16:00:00,1533.21,12.97,0.844,0.8336,70.47,16,0,7,0
2022-07-04 17:00:00,1557.84,10.58,0.8376,0.8691,62.97,17,0,7,0
2022-07-04 18:00:00,1531.81,10.31,0.8385,0.8457,68.32,18,0,7,0
2022-07-04 19:00:00,1487.87,13.07,0.7579,0.8347,66.2,19,0,7,0
2022-07-04 20:00:00,1531.9,14.82,0.8424,0.8262,77.48,20,0,7,0
2022-07-04 21:00:00,1500.11,13.18,0.7396,0.8388,67.95,21,0,7,0
2022-07-04 22:00:00,1449.46,14.69,0.7463,0.8519,84.59,22,0,7,0
2022-07-04 23:00:00,1412.05,18.3,0.7316,0.8342,90.74,23,0,7,0
2022-07-05 00:00:00,1417.02,16.64,0.7658,0.8587,78.87,0,1,7,0
2022-07-05 01:00:00,1419.1,21.86,0.7473,0.8331,82.13,1,1,7,0
2022-07-05 02:00:00,1396.96,24.44,0.7551,0.839,92.37,2,1,7,0
2022-07-05 03:00:00,1371.73,26.34,0.6999,0.8157,95.19,3,1,7,0
2022-07-05 04:00:00,1432.71,22.37,0.7854,0.8526,88.94,4,1,7,0
2022-07-05 05:00:00,1421.06,25.51,0.7666,0.836,90.24,5,1,7,0
2022-07-05 06:00:00,1487.41,25.53,0.7059,0.8728,90.67,6,1,7,0
2022-07-05 07:00:00,1469.57,27.21,0.6802,0.8553,88.27,7,1,7,0
2022-07-05 08:00:00,1481.5,27.16,0.6647,0.8428,96.13,8,1,7,0
2022-07-05 09:00:00,1455.16,27.91,0.6676,0.8655,90.8,9,1,7,0
2022-07-05 10:00:00,1428.18,22.26,0.6025,0.8491,84.37,10,1,7,0
2022-07-05 11:00:00,1437.84,20.31,0.6138,0.8611,85.95,11,1,7,0
2022-07-05 12:00:00,1488.46,21.53,0.6942,0.8236,81.18,12,1,7,0
2022-07-05 13:00:00,1464.51,17.74,0.6556,0.85,93.05,13,1,7,0
2022-07-05 14:00:00,1507.63,17.74,0.7116,0.8507,76.92,14,1,7,0
2022-07-05 15:00:00,1472.42,14.11,0.6043,0.8097,79.83,15,1,7,0
2022-07-05 16:00:00,1461.67,9.94,0.5906,0.8707,76.76,16,1,7,0
2022-07-05 17:00:00,1438.81,8.78,0.5778,0.8173,72.87,17,1,7,0
2022-07-05 18:00:00,1429.17,8.06,0.5718,0.8144,75.53,18,1,7,0
2022-07-05 19:00:00,1441.13,12.75,0.5444,0.7834,74.76,19,1,7,0
2022-07-05 20:00:00,1426.42,14.59,0.5807,0.8498,87.19,20,1,7,0
2022-07-05 21:00:00,1429.43,17.17,0.5585,0.8073,75.9,21,1,7,0
2022-07-05 22:00:00,1383.18,16.8,0.5216,0.8298,65.46,22,1,7,0
2022-07-05 23:00:00,1395.05,19.36,0.5998,0.8568,91.9,23,1,7,0
2022-07-06 00:00:00,1386.77,17.94,0.6225,0.8438,81.03,0,2,7,0
2022-07-06 01:00:00,1356.08,18.84,0.5765,0.8275,86.64,1,2,7,0
2022-07-06 02:00:00,1295.68,24.78,0.5368,0.808,85.94,2,2,7,0
2022-07-06 03:00:00,1323.78,25.56,0.5379,0.8376,87.78,3,2,7,0
2022-07-06 04:00:00,1351.29,26.2,0.5838,0.8568,86.81,4,2,7,0
2022-07-06 05:00:00,1356.47,27.55,0.5204,0.8537,83.44,5,2,7,0
2022-07-06 06:00:00,1389.15,27.68,0.4448,0.8753,90.24,6,2,7,0
2022-07-06 07:00:00,1422.18,29.32,0.4855,0.8264,96.1,7,2,7,0
2022-07-06 08:00:00,1411.9,28.53,0.4894,0.8131,84.34,8,2,7,0
2022-07-06 09:00:00,1378.56,25.75,0.4008,0.8456,93.55,9,2,7,0
2022-07-06 10:00:00,1392.75,24.68,0.4291,0.8435,100.6,10,2,7,0
2022-07-06 11:00:00,1412.52,22.08,0.4914,0.8391,88.06,11,2,7,0
2022-07-06 12:00:00,1383.04,18.05,0.3386,0.8242,77.13,12,2,7,0
2022-07-06 13:00:00,1394.22,18.4,0.361,0.786,83.55,13,2,7,0
2022-07-06 14:00:00,1382.45,12.16,0.4087,0.8189,83.95,14,2,7,0
2022-07-06 15:00:00,1397.43,15.39,0.4296,0.8501,83.65,15,2,7,0
2022-07-06 16:00:00,1379.79,9.61,0.3388,0.8446,76.52,16,2,7,0
2022-07-06 17:00:00,1397.11,11.76,0.3954,0.8581,77.65,17,2,7,0
2022-07-06 18:00:00,1394.03,9.21,0.4549,0.8457,78.58,18,2,7,0
2022-07-06 19:00:00,1412.6,12.27,0.3965,0.8534,77.72,19,2,7,0
2022-07-06 20:00:00,1400.74,11.89,0.4363,0.8539,77.34,20,2,7,0
2022-07-06 21:00:00,1371.14,10.03,0.3564,0.839,74.19,21,2,7,0
2022-07-06 22:00:00,1295.39,15.7,0.3425,0.839,84.26,22,2,7,0
2022-07-06 23:00:00,1347.06,15.62,0.4229,0.7802,79.27,23,2,7,0
2022-07-07 00:00:00,1298.81,20.6,0.3967,0.8252,92.18,0,3,7,0
2022-07-07 01:00:00,1301.9,20.9,0.3172,0.826,84.0,1,3,7,0
2022-07-07 02:00:00,1282.89,23.61,0.3351,0.836,93.67,2,3,7,0
2022-07-07 03:00:00,1310.5,22.55,0.4525,0.8195,85.38,3,3,7,0
2022-07-07 04:00:00,1271.75,24.55,0.3275,0.8568,91.01,4,3,7,0
2022-07-07 05:00:00,1303.06,25.6,0.4203,0.8204,91.49,5,3,7,0
2022-07-07 06:00:00,1393.7,28.49,0.35,0.86,87.98,6,3,7,0
2022-07-07 07:00:00,1365.56,29.85,0.3745,0.8186,91.65,7,3,7,0
2022-07-07 08:00:00,1371.45,24.07,0.3905,0.8257,95.36,8,3,7,0
2022-07-07 09:00:00,1335.14,26.55,0.2723,0.8241,90.78,9,3,7,0
2022-07-07 10:00:00,1350.17,18.39,0.3062,0.8277,95.95,10,3,7,0
2022-07-07 11:00:00,1391.11,18.4,0.3861,0.8611,82.95,11,3,7,0
2022-07-07 12:00:00,1367.83,16.79,0.3484,0.831,88.55,12,3,7,0
2022-07-07 13:00:00,1417.77,13.92,0.4376,0.8314,79.55,13,3,7,0
2022-07-07 14:00:00,1351.97,11.52,0.3111,0.8225,85.79,14,3,7,0
2022-07-07 15:00:00,1391.27,13.85,0.4237,0.8321,82.03,15,3,7,0
2022-07-07 16:00:00,1365.2,11.31,0.3311,0.8416,81.63,16,3,7,0
2022-07-07 17:00:00,1410.5,11.69,0.3871,0.8328,74.8,17,3,7,0
2022-07-07 18:00:00,1379.51,12.03,0.3567,0.8341,81.95,18,3,7,0
2022-07-07 19:00:00,1416.61,11.44,0.5106,0.8573,67.39,19,3,7,0
2022-07-07 20:00:00,1368.63,13.01,0.3544,0.8424,78.96,20,3,7,0
2022-07-07 21:00:00,1373.31,12.82,0.4216,0.8139,79.05,21,3,7,0
2022-07-07 22:00:00,1322.18,12.23,0.348,0.8351,84.64,22,3,7,0
2022-07-07 23:00:00,1340.56,18.64,0.5213,0.826,82.54,23,3,7,0
2022-07-08 00:00:00,1346.66,17.4,0.4688,0.8471,80.63,0,4,7,0
2022-07-08 01:00:00,1348.7,18.77,0.4632,0.8387,82.71,1,4,7,0
2022-07-08 02:00:00,1329.49,22.2,0.5381,0.8591,90.57,2,4,7,0
2022-07-08 03:00:00,1316.44,22.38,0.48,0.8217,91.44,3,4,7,0
2022-07-08 04:00:00,1331.96,24.63,0.4922,0.8325,98.65,4,4,7,0
2022-07-08 05:00:00,1309.81,26.94,0.4967,0.815,100.17,5,4,7,0
2022-07-08 06:00:00,1383.65,27.21,0.5274,0.8354,96.02,6,4,7,0
2022-07-08 07:00:00,1432.99,24.44,0.484,0.8054,95.61,7,4,7,0
2022-07-08 08:00:00,1391.97,24.45,0.5076,0.8425,99.85,8,4,7,0
2022-07-08 09:00:00,1419.9,26.29,0.5687,0.8349,91.75,9,4,7,0
2022-07-08 10:00:00,1433.1,23.47,0.5522,0.8391,89.92,10,4,7,0
2022-07-08 11:00:00,1444.89,24.68,0.5429,0.8517,81.96,11,4,7,0
2022-07-08 12:00:00,1422.63,20.81,0.4891,0.8403,90.42,12,4,7,0
2022-07-08 13:00:00,1439.19,18.66,0.6447,0.8102,83.02,13,4,7,0
2022-07-08 14:00:00,1437.53,11.66,0.5476,0.8246,86.79,14,4,7,0
2022-07-08 15:00:00,1452.54,14.29,0.6411,0.834,73.03,15,4,7,0
2022-07-08 16:00:00,1421.94,11.38,0.6117,0.829,75.06,16,4,7,0
2022-07-08 17:00:00,1457.64,9.57,0.5495,0.8314,81.29,17,4,7,0
2022-07-08 18:00:00,1493.97,10.73,0.6881,0.8678,77.89,18,4,7,0
2022-07-08 19:00:00,1473.02,12.54,0.6497,0.8374,70.72,19,4,7,0
2022-07-08 20:00:00,1507.37,12.44,0.7153,0.8429,82.29,20,4,7,0
2022-07-08 21:00:00,1445.34,10.94,0.6511,0.795,72.78,21,4,7,0
2022-07-08 22:00:00,1410.01,15.83,0.707,0.8501,85.55,22,4,7,0
2022-07-08 23:00:00,1388.43,14.99,0.5954,0.8921,78.97,23,4,7,0
2022-07-09 00:00:00,1291.53,18.76,0.6702,0.8619,92.55,0,5,7,1
2022-07-09 01:00:00,1293.45,19.78,0.6433,0.8261,89.68,1,5,7,1
2022-07-09 02:00:00,1281.62,21.87,0.6999,0.8805,93.29,2,5,7,1
2022-07-09 03:00:00,1301.57,25.48,0.7539,0.8353,93.27,3,5,7,1
2022-07-09 04:00:00,1303.39,23.13,0.7117,0.8409,95.75,4,5,7,1
2022-07-09 05:00:00,1334.48,29.89,0.7966,0.8293,96.76,5,5,7,1
2022-07-09 06:00:00,1366.55,22.62,0.7221,0.8287,100.25,6,5,7,1
2022-07-09 07:00:00,1422.86,24.78,0.8205,0.7896,96.11,7,5,7,1
2022-07-09 08:00:00,1432.29,25.91,0.853,0.8502,102.77,8,5,7,1
2022-07-09 09:00:00,1402.6,25.05,0.8493,0.8284,90.23,9,5,7,1
2022-07-09 10:00:00,1401.32,22.02,0.7925,0.8305,96.18,10,5,7,1
2022-07-09 11:00:00,1368.27,20.16,0.7142,0.8397,92.32,11,5,7,1
2022-07-09 12:00:00,1412.26,19.02,0.8603,0.8259,93.12,12,5,7,1
2022-07-09 13:00:00,1442.49,15.65,0.8354,0.8394,85.01,13,5,7,1
2022-07-09 14:00:00,1412.4,16.96,0.803,0.8581,83.68,14,5,7,1
2022-07-09 15:00:00,1431.64,14.19,0.8342,0.8421,81.59,15,5,7,1
2022-07-09 16:00:00,1462.85,12.97,0.9436,0.8308,72.37,16,5,7,1
2022-07-09 17:00:00,1440.88,8.48,0.8247,0.8313,79.45,17,5,7,1
2022-07-09 18:00:00,1430.24,9.97,0.9143,0.8378,93.53,18,5,7,1
2022-07-09 19:00:00,1435.84,9.79,0.9109,0.817,85.61,19,5,7,1
2022-07-09 20:00:00,1441.77,9.17,0.891,0.8378,74.7,20,5,7,1
2022-07-09 21:00:00,1434.37,13.16,0.9496,0.8472,71.22,21,5,7,1
2022-07-09 22:00:00,1384.26,13.01,1.0,0.8352,82.59,22,5,7,1
2022-07-09 23:00:00,1381.46,17.32,0.9188,0.8249,90.2,23,5,7,1
2022-07-10 00:00:00,1391.51,15.93,0.929,0.8276,87.21,0,6,7,1
2022-07-10 01:00:00,1349.36,23.57,0.9796,0.8463,99.48,1,6,7,1
2022-07-10 02:00:00,1398.76,20.25,1.0,0.8112,88.58,2,6,7,1
2022-07-10 03:00:00,1364.58,24.13,0.9557,0.8168,95.71,3,6,7,1
2022-07-10 04:00:00,1310.79,26.54,0.953,0.8009,95.67,4,6,7,1
2022-07-10 05:00:00,1345.47,24.6,0.8633,0.8337,100.91,5,6,7,1
2022-07-10 06:00:00,1422.17,27.71,0.9408,0.8502,101.63,6,6,7,1
2022-07-10 07:00:00,1454.55,23.26,0.9279,0.8595,103.27,7,6,7,1
2022-07-10 08:00:00,1449.48,27.82,1.0,0.8638,95.74,8,6,7,1
2022-07-10 09:00:00,1446.97,23.66,0.9817,0.8189,101.1,9,6,7,1
2022-07-10 10:00:00,1463.68,20.77,0.9837,0.8376,94.5,10,6,7,1
2022-07-10 11:00:00,1451.74,19.42,1.0,0.8245,97.2,11,6,7,1
2022-07-10 12:00:00,1428.2,19.56,0.9611,0.8655,95.35,12,6,7,1
2022-07-10 13:00:00,1476.19,14.69,1.0,0.8585,85.39,13,6,7,1
2022-07-10 14:00:00,1474.84,12.42,1.0,0.8357,79.55,14,6,7,1
2022-07-10 15:00:00,1462.44,11.81,1.0,0.8199,81.91,15,6,7,1
2022-07-10 16:00:00,1433.49,8.62,1.0,0.7633,84.29,16,6,7,1
2022-07-10 17:00:00,1457.09,13.8,1.0,0.8035,70.85,17,6,7,1
2022-07-10 18:00:00,1495.43,8.74,1.0,0.795,75.6,18,6,7,1
2022-07-10 19:00:00,1444.99,11.8,0.981,0.8031,81.86,19,6,7,1
2022-07-10 20:00:00,1486.98,11.35,0.9713,0.8695,66.54,20,6,7,1
2022-07-10 21:00:00,1447.71,10.22,0.9842,0.806,75.94,21,6,7,1
2022-07-10 22:00:00,1423.93,13.82,1.0,0.8106,80.15,22,6,7,1
2022-07-10 23:00:00,1406.87,17.32,0.9737,0.8133,85.24,23,6,7,1
2022-07-11 00:00:00,1512.77,17.44,1.0,0.8836,86.68,0,0,7,0
2022-07-11 01:00:00,1443.08,22.26,0.9275,0.8303,89.4,1,0,7,0
2022-07-11 02:00:00,1533.41,23.83,1.0,0.8514,86.7,2,0,7,0
2022-07-11 03:00:00,1450.04,25.28,0.926,0.835,104.31,3,0,7,0
2022-07-11 04:00:00,1430.91,23.78,0.9518,0.7917,94.05,4,0,7,0
2022-07-11 05:00:00,1491.32,23.33,1.0,0.862,88.61,5,0,7,0
2022-07-11 06:00:00,1545.9,24.52,1.0,0.8393,104.18,6,0,7,0
2022-07-11 07:00:00,1560.59,25.86,1.0,0.8287,94.32,7,0,7,0
2022-07-11 08:00:00,1549.12,25.75,0.9945,0.8663,91.17,8,0,7,0
2022-07-11 09:00:00,1537.06,19.03,0.9488,0.8241,99.07,9,0,7,0
2022-07-11 10:00:00,1555.97,21.69,0.931,0.8281,91.05,10,0,7,0
2022-07-11 11:00:00,1536.34,20.08,0.9454,0.824,92.11,11,0,7,0
2022-07-11 12:00:00,1510.58,17.13,0.8814,0.8524,85.54,12,0,7,0
2022-07-11 13:00:00,1560.59,18.19,0.963,0.847,83.84,13,0,7,0
2022-07-11 14:00:00,1545.7,14.51,0.9458,0.8363,78.82,14,0,7,0
2022-07-11 15:00:00,1540.64,14.62,0.8893,0.8096,75.68,15,0,7,0
2022-07-11 16:00:00,1555.05,10.28,1.0,0.8232,97.55,16,0,7,0
2022-07-11 17:00:00,1558.76,11.78,0.9507,0.8094,75.09,17,0,7,0
2022-07-11 18:00:00,1561.13,12.89,0.9467,0.8536,71.61,18,0,7,0
2022-07-11 19:00:00,1503.42,12.51,0.8793,0.7989,84.95,19,0,7,0
2022-07-11 20:00:00,1542.41,8.49,0.8948,0.8622,81.66,20,0,7,0
2022-07-11 21:00:00,1537.57,11.43,0.9173,0.856,82.04,21,0,7,0
2022-07-11 22:00:00,1474.11,12.89,0.8844,0.8118,81.62,22,0,7,0
2022-07-11 23:00:00,1505.37,16.48,0.9474,0.8217,84.47,23,0,7,0
2022-07-12 00:00:00,1434.92,18.93,0.8475,0.8158,87.64,0,1,7,0
2022-07-12 01:00:00,1414.48,17.94,0.8227,0.8385,97.43,1,1,7,0
2022-07-12 02:00:00,1424.28,21.67,0.8697,0.8581,92.95,2,1,7,0
2022-07-12 03:00:00,1422.21,19.14,0.7646,0.8535,102.02,3,1,7,0
2022-07-12 04:00:00,1452.81,27.33,0.8638,0.8211,97.66,4,1,7,0
2022-07-12 05:00:00,1385.77,24.21,0.7422,0.8547,97.93,5,1,7,0
2022-07-12 06:00:00,1513.25,25.61,0.8286,0.853,94.22,6,1,7,0
2022-07-12 07:00:00,1484.24,24.59,0.7537,0.8257,109.75,7,1,7,0
2022-07-12 08:00:00,1514.3,26.69,0.7993,0.8293,98.13,8,1,7,0
2022-07-12 09:00:00,1506.98,17.44,0.8101,0.8602,96.5,9,1,7,0
2022-07-12 10:00:00,1465.48,21.42,0.7616,0.8505,103.76,10,1,7,0
2022-07-12 11:00:00,1455.98,19.3,0.6832,0.8537,94.17,11,1,7,0
2022-07-12 12:00:00,1470.11,16.52,0.6875,0.8809,92.17,12,1,7,0
2022-07-12 13:00:00,1471.96,18.8,0.6851,0.84,87.28,13,1,7,0
2022-07-12 14:00:00,1421.73,11.63,0.6159,0.8355,80.73,14,1,7,0
2022-07-12 15:00:00,1505.53,13.29,0.7563,0.8561,88.64,15,1,7,0
2022-07-12 16:00:00,1488.82,11.17,0.6947,0.8686,73.92,16,1,7,0
2022-07-12 17:00:00,1434.72,12.17,0.6217,0.8166,75.15,17,1,7,0
2022-07-12 18:00:00,1488.5,8.03,0.7407,0.8247,75.84,18,1,7,0
2022-07-12 19:00:00,1446.14,8.16,0.6223,0.8083,81.36,19,1,7,0
2022-07-12 20:00:00,1472.0,12.61,0.6595,0.8355,81.06,20,1,7,0
2022-07-12 21:00:00,1453.18,12.53,0.5954,0.8463,73.44,21,1,7,0
2022-07-12 22:00:00,1332.89,10.23,0.5257,0.8095,96.45,22,1,7,0
2022-07-12 23:00:00,1384.07,14.16,0.5484,0.8511,91.1,23,1,7,0
2022-07-13 00:00:00,1348.99,18.08,0.5843,0.8193,87.47,0,2,7,0
2022-07-13 01:00:00,1372.71,21.04,0.642,0.8176,94.71,1,2,7,0
2022-07-13 02:00:00,1346.57,19.92,0.605,0.8508,97.22,2,2,7,0
2022-07-13 03:00:00,1358.32,17.1,0.5854,0.8156,95.44,3,2,7,0
2022-07-13 04:00:00,1308.34,25.24,0.4689,0.8,100.68,4,2,7,0
2022-07-13 05:00:00,1346.14,22.54,0.6241,0.8429,101.77,5,2,7,0
2022-07-13 06:00:00,1385.19,21.21,0.5633,0.8253,105.57,6,2,7,0
2022-07-13 07:00:00,1400.43,19.29,0.5379,0.8518,100.15,7,2,7,0
2022-07-13 08:00:00,1435.89,25.78,0.5925,0.8444,100.45,8,2,7,0
2022-07-13 09:00:00,1438.19,23.12,0.5905,0.7927,96.24,9,2,7,0
2022-07-13 10:00:00,1430.89,20.75,0.5784,0.8539,93.08,10,2,7,0
2022-07-13 11:00:00,1405.97,22.04,0.5012,0.8656,89.02,11,2,7,0
2022-07-13 12:00:00,1419.74,18.45,0.4566,0.8482,86.29,12,2,7,0
2022-07-13 13:00:00,1426.3,18.33,0.5498,0.8489,85.42,13,2,7,0
2022-07-13 14:00:00,1382.1,10.37,0.4259,0.8224,84.19,14,2,7,0
2022-07-13 15:00:00,1464.31,11.42,0.5857,0.8178,88.36,15,2,7,0
2022-07-13 16:00:00,1415.49,6.97,0.4843,0.8315,79.87,16,2,7,0
2022-07-13 17:00:00,1413.75,8.94,0.4248,0.8456,79.14,17,2,7,0
2022-07-13 18:00:00,1399.0,8.62,0.4116,0.845,79.03,18,2,7,0
2022-07-13 19:00:00,1374.55,10.63,0.405,0.8183,80.62,19,2,7,0
2022-07-13 20:00:00,1414.03,10.26,0.4719,0.8162,90.38,20,2,7,0
2022-07-13 21:00:00,1382.05,12.67,0.461,0.7971,81.62,21,2,7,0
2022-07-13 22:00:00,1359.94,14.48,0.3964,0.8397,88.42,22,2,7,0
2022-07-13 23:00:00,1342.69,19.3,0.4376,0.8189,94.12,23,2,7,0
2022-07-14 00:00:00,1312.37,16.42,0.3847,0.8206,90.99,0,3,7,0
2022-07-14 01:00:00,1334.49,17.23,0.4806,0.8612,88.5,1,3,7,0
2022-07-14 02:00:00,1294.57,21.52,0.4468,0.8385,98.35,2,3,7,0
2022-07-14 03:00:00,1300.33,21.07,0.4295,0.8329,88.21,3,3,7,0
2022-07-14 04:00:00,1302.01,26.9,0.3833,0.843,94.35,4,3,7,0
2022-07-14 05:00:00,1292.13,24.16,0.4324,0.8547,97.78,5,3,7,0
2022-07-14 06:00:00,1395.25,23.86,0.4268,0.7939,99.73,6,3,7,0
2022-07-14 07:00:00,1380.0,23.76,0.464,0.8149,100.96,7,3,7,0
2022-07-14 08:00:00,1392.35,25.33,0.4574,0.8215,106.53,8,3,7,0
2022-07-14 09:00:00,1376.45,22.3,0.4901,0.8065,101.17,9,3,7,0
2022-07-14 10:00:00,1381.77,19.66,0.428,0.8207,96.82,10,3,7,0
2022-07-14 11:00:00,1399.87,22.34,0.3614,0.7949,91.91,11,3,7,0
2022-07-14 12:00:00,1417.28,15.21,0.5066,0.8443,89.4,12,3,7,0
2022-07-14 13:00:00,1383.73,14.91,0.4133,0.8154,82.8,13,3,7,0
2022-07-14 14:00:00,1400.55,14.21,0.4082,0.8297,75.55,14,3,7,0
2022-07-14 15:00:00,1418.66,7.97,0.4652,0.8267,77.67,15,3,7,0
2022-07-14 16:00:00,1409.01,10.91,0.4867,0.8367,88.34,16,3,7,0
2022-07-14 17:00:00,1402.03,7.03,0.4496,0.7763,77.96,17,3,7,0
2022-07-14 18:00:00,1402.34,10.51,0.4542,0.8344,78.58,18,3,7,0
2022-07-14 19:00:00,1391.49,7.2,0.467,0.8198,86.68,19,3,7,0
2022-07-14 20:00:00,1161.48,11.3,0.5631,0.8334,69.39,20,3,7,0
2022-07-14 21:00:00,1398.2,13.38,0.4983,0.8016,81.29,21,3,7,0
2022-07-14 22:00:00,1337.33,14.54,0.4565,0.8334,80.83,22,3,7,0
2022-07-14 23:00:00,1340.76,15.24,0.4638,0.851,90.23,23,3,7,0
2022-07-15 00:00:00,1354.61,16.33,0.5063,0.8288,94.16,0,4,7,0
2022-07-15 01:00:00,1345.44,17.7,0.5382,0.8106,96.86,1,4,7,0
2022-07-15 02:00:00,1330.58,23.72,0.5582,0.8114,103.97,2,4,7,0
2022-07-15 03:00:00,1347.59,21.02,0.5483,0.8363,101.3,3,4,7,0
2022-07-15 04:00:00,1344.78,21.61,0.5084,0.8361,101.39,4,4,7,0
2022-07-15 05:00:00,1340.61,25.8,0.538,0.8318,113.34,5,4,7,0
2022-07-15 06:00:00,1414.77,23.14,0.6048,0.8238,90.9,6,4,7,0
2022-07-15 07:00:00,1446.79,22.55,0.52,0.8286,112.23,7,4,7,0
2022-07-15 08:00:00,1383.06,20.75,0.5635,0.8231,108.97,8,4,7,0
2022-07-15 09:00:00,1464.7,21.39,0.6263,0.8168,97.95,9,4,7,0
2022-07-15 10:00:00,1468.09,20.53,0.6501,0.8395,93.12,10,4,7,0
2022-07-15 11:00:00,1465.59,19.24,0.6068,0.8304,90.97,11,4,7,0
2022-07-15 12:00:00,1443.34,18.57,0.6062,0.85,90.26,12,4,7,0
2022-07-15 13:00:00,1429.68,15.64,0.5712,0.8464,95.12,13,4,7,0
2022-07-15 14:00:00,1452.7,12.27,0.6742,0.8296,74.42,14,4,7,0
2022-07-15 15:00:00,1457.26,10.59,0.7247,0.8359,94.76,15,4,7,0
2022-07-15 16:00:00,1501.43,10.72,0.7979,0.8047,83.15,16,4,7,0
2022-07-15 17:00:00,1474.49,11.44,0.7,0.8223,88.06,17,4,7,0
2022-07-15 18:00:00,1469.75,8.86,0.6894,0.8306,75.72,18,4,7,0
2022-07-15 19:00:00,1432.59,7.93,0.6572,0.792,85.85,19,4,7,0
2022-07-15 20:00:00,1439.49,7.67,0.6206,0.8322,85.19,20,4,7,0
2022-07-15 21:00:00,1466.98,8.03,0.7347,0.8044,87.69,21,4,7,0
2022-07-15 22:00:00,1448.8,13.9,0.8549,0.8065,83.51,22,4,7,0
2022-07-15 23:00:00,1474.03,15.64,0.8124,0.8128,87.49,23,4,7,0
2022-07-16 00:00:00,1331.44,17.7,0.8161,0.8227,85.85,0,5,7,1
2022-07-16 01:00:00,1326.93,18.35,0.7841,0.7967,98.45,1,5,7,1
2022-07-16 02:00:00,1329.85,23.34,0.8012,0.8403,103.78,2,5,7,1
2022-07-16 03:00:00,1282.9,21.2,0.6735,0.8267,100.58,3,5,7,1
2022-07-16 04:00:00,1391.72,25.34,0.8442,0.8616,87.39,4,5,7,1
2022-07-16 05:00:00,1318.32,24.14,0.7885,0.829,108.59,5,5,7,1
2022-07-16 06:00:00,1410.02,23.27,0.7936,0.8343,102.77,6,5,7,1
2022-07-16 07:00:00,1388.18,25.38,0.8237,0.8058,88.59,7,5,7,1
2022-07-16 08:00:00,1434.58,24.21,0.833,0.7991,92.37,8,5,7,1
2022-07-16 09:00:00,1412.38,22.82,0.8259,0.8351,94.05,9,5,7,1
2022-07-16 10:00:00,1412.64,20.6,0.8733,0.8008,97.27,10,5,7,1
2022-07-16 11:00:00,1415.98,18.43,0.8553,0.8354,89.78,11,5,7,1
2022-07-16 12:00:00,1437.48,21.2,0.8986,0.8566,87.87,12,5,7,1
2022-07-16 13:00:00,1433.18,16.71,0.8295,0.8413,94.33,13,5,7,1
2022-07-16 14:00:00,1459.36,13.84,0.9033,0.8338,93.31,14,5,7,1
2022-07-16 15:00:00,1411.5,10.96,0.869,0.8277,90.07,15,5,7,1
2022-07-16 16:00:00,1453.99,11.46,0.9014,0.8145,75.58,16,5,7,1
2022-07-16 17:00:00,1461.4,9.68,0.95,0.8199,87.5,17,5,7,1
2022-07-16 18:00:00,1442.8,8.41,0.8718,0.8108,80.07,18,5,7,1
2022-07-16 19:00:00,1443.91,8.01,0.9198,0.7957,92.64,19,5,7,1
2022-07-16 20:00:00,1469.7,9.25,0.9979,0.8227,85.16,20,5,7,1
2022-07-16 21:00:00,1420.9,4.33,0.9072,0.844,91.55,21,5,7,1
2022-07-16 22:00:00,1382.61,12.74,1.0,0.796,90.34,22,5,7,1
2022-07-16 23:00:00,1401.14,13.26,1.0,0.8497,92.16,23,5,7,1
2022-07-17 00:00:00,1389.87,19.48,0.9762,0.846,90.77,0,6,7,1
2022-07-17 01:00:00,1363.73,18.39,0.9687,0.8295,101.26,1,6,7,1
2022-07-17 02:00:00,1365.4,17.9,1.0,0.8296,102.31,2,6,7,1
2022-07-17 03:00:00,1378.67,21.82,0.9487,0.8177,98.09,3,6,7,1
2022-07-17 04:00:00,1354.28,21.09,0.927,0.8222,99.16,4,6,7,1
2022-07-17 05:00:00,1362.46,24.92,1.0,0.812,98.82,5,6,7,1
2022-07-17 06:00:00,1440.15,24.81,1.0,0.8219,106.84,6,6,7,1
2022-07-17 07:00:00,1457.12,25.86,1.0,0.824,103.61,7,6,7,1
2022-07-17 08:00:00,1472.4,21.56,1.0,0.8587,102.89,8,6,7,1
2022-07-17 09:00:00,1476.48,21.93,1.0,0.8324,98.08,9,6,7,1
2022-07-17 10:00:00,1429.37,17.46,0.9806,0.8168,105.13,10,6,7,1
2022-07-17 11:00:00,1455.4,19.65,1.0,0.8189,88.0,11,6,7,1
2022-07-17 12:00:00,1469.55,17.21,1.0,0.8066,96.79,12,6,7,1
2022-07-17 13:00:00,1454.24,15.08,1.0,0.8098,95.22,13,6,7,1
2022-07-17 14:00:00,1461.28,12.15,1.0,0.8389,86.34,14,6,7,1
2022-07-17 15:00:00,1460.18,11.31,1.0,0.8107,78.63,15,6,7,1
2022-07-17 16:00:00,1453.62,12.41,1.0,0.8082,86.22,16,6,7,1
2022-07-17 17:00:00,1472.6,7.82,1.0,0.8086,89.31,17,6,7,1
2022-07-17 18:00:00,1452.95,8.38,1.0,0.8058,91.87,18,6,7,1
2022-07-17 19:00:00,1448.9,6.2,1.0,0.8429,86.66,19,6,7,1
